created_time,Pos_x,Pos_y,width,height,Class,Object_id,location_id
1616772107.8612645,174,369,51,61,person,1,McMaster University
1616772107.8612645,83,643,35,79,person,3,McMaster University
1616772107.8612645,1153,305,38,90,person,4,McMaster University
1616772107.8612645,830,396,343,303,bus,5,McMaster University
1616772107.8612645,744,816,48,74,person,8,McMaster University
1616772107.8612645,1815,890,102,138,truck,9,McMaster University
1616772107.8612645,1124,305,32,90,person,10,McMaster University
1616772107.8612645,1594,252,39,105,person,11,McMaster University
1616772107.8612645,332,972,55,106,person,12,McMaster University
1616772107.8612645,878,1003,43,73,person,13,McMaster University
1616772107.8612645,1815,886,103,141,car,14,McMaster University
1616772107.8612645,1629,255,33,103,person,15,McMaster University
1616772107.8612645,1556,244,30,72,person,16,McMaster University
1616772107.8612645,1532,766,97,72,car,17,McMaster University
1616772107.8612645,194,853,54,108,person,18,McMaster University
1616772107.8612645,693,792,40,105,person,19,McMaster University
1616772107.8612645,894,270,235,116,car,20,McMaster University
1616772107.8612645,1698,263,225,124,car,21,McMaster University
1616772107.8612645,554,637,39,102,person,22,McMaster University
1616772107.8612645,1260,571,37,108,person,23,McMaster University
1616772107.8612645,1737,13,136,72,car,24,McMaster University
1616772107.8612645,1224,552,38,117,person,25,McMaster University
1616772107.8612645,1636,103,163,76,car,26,McMaster University
1616772107.8612645,683,606,37,104,person,27,McMaster University
1616772107.8612645,644,691,43,112,person,28,McMaster University
1616772107.8612645,207,693,39,117,person,29,McMaster University
1616772107.8612645,135,418,258,132,car,30,McMaster University
1616772107.8612645,1417,99,166,75,car,31,McMaster University
1616772107.8612645,560,312,212,98,car,32,McMaster University
1616772107.9612644,193,360,55,66,person,1,McMaster University
1616772107.9612644,83,643,34,78,person,3,McMaster University
1616772107.9612644,1153,306,39,93,person,4,McMaster University
1616772107.9612644,829,390,348,308,bus,5,McMaster University
1616772107.9612644,746,816,45,70,person,8,McMaster University
1616772107.9612644,1815,890,102,139,truck,9,McMaster University
1616772107.9612644,1121,305,32,90,person,10,McMaster University
1616772107.9612644,1595,253,39,105,person,11,McMaster University
1616772107.9612644,330,972,55,105,person,12,McMaster University
1616772107.9612644,879,1003,44,73,person,13,McMaster University
1616772107.9612644,1815,886,103,141,car,14,McMaster University
1616772107.9612644,1629,256,33,104,person,15,McMaster University
1616772107.9612644,1554,243,30,72,person,16,McMaster University
1616772107.9612644,1532,766,97,72,car,17,McMaster University
1616772107.9612644,195,856,55,109,person,18,McMaster University
1616772107.9612644,694,791,39,104,person,19,McMaster University
1616772107.9612644,915,268,255,127,car,20,McMaster University
1616772107.9612644,1699,264,222,123,car,21,McMaster University
1616772107.9612644,557,638,39,103,person,22,McMaster University
1616772107.9612644,1260,572,37,108,person,23,McMaster University
1616772107.9612644,1749,11,138,73,car,24,McMaster University
1616772107.9612644,1224,552,38,117,person,25,McMaster University
1616772107.9612644,1654,98,177,83,car,26,McMaster University
1616772107.9612644,681,606,37,104,person,27,McMaster University
1616772107.9612644,643,691,43,111,person,28,McMaster University
1616772107.9612644,207,694,39,117,person,29,McMaster University
1616772107.9612644,175,410,242,124,car,30,McMaster University
1616772107.9612644,1437,93,176,80,car,31,McMaster University
1616772107.9612644,595,306,205,95,car,32,McMaster University
1616772107.9612644,1700,264,222,124,truck,34,McMaster University
1616772108.0612643,205,356,55,66,person,1,McMaster University
1616772108.0612643,83,647,36,81,person,3,McMaster University
1616772108.0612643,1150,306,37,88,person,4,McMaster University
1616772108.0612643,829,391,338,298,bus,5,McMaster University
1616772108.0612643,745,816,45,69,person,8,McMaster University
1616772108.0612643,1815,890,102,139,truck,9,McMaster University
1616772108.0612643,1115,305,31,88,person,10,McMaster University
1616772108.0612643,1597,254,38,105,person,11,McMaster University
1616772108.0612643,327,973,54,104,person,12,McMaster University
1616772108.0612643,884,1001,44,74,person,13,McMaster University
1616772108.0612643,1814,884,104,143,car,14,McMaster University
1616772108.0612643,1629,254,34,108,person,15,McMaster University
1616772108.0612643,1555,244,30,73,person,16,McMaster University
1616772108.0612643,195,857,55,110,person,18,McMaster University
1616772108.0612643,693,789,40,106,person,19,McMaster University
1616772108.0612643,933,263,316,159,car,20,McMaster University
1616772108.0612643,1698,265,221,123,car,21,McMaster University
1616772108.0612643,557,633,34,89,person,22,McMaster University
1616772108.0612643,1260,570,37,108,person,23,McMaster University
1616772108.0612643,1761,9,136,72,car,24,McMaster University
1616772108.0612643,1223,552,37,115,person,25,McMaster University
1616772108.0612643,1672,96,172,81,car,26,McMaster University
1616772108.0612643,680,605,37,104,person,27,McMaster University
1616772108.0612643,642,693,42,108,person,28,McMaster University
1616772108.0612643,208,694,39,117,person,29,McMaster University
1616772108.0612643,213,395,229,116,car,30,McMaster University
1616772108.0612643,1448,85,185,84,car,31,McMaster University
1616772108.0612643,631,296,203,94,car,32,McMaster University
1616772108.0612643,1698,264,223,124,truck,34,McMaster University
1616772108.0612643,988,92,35,88,person,36,McMaster University
1616772108.0612643,156,649,37,79,person,37,McMaster University
1616772108.1612642,216,353,56,67,person,1,McMaster University
1616772108.1612642,82,646,38,87,person,3,McMaster University
1616772108.1612642,1144,309,35,86,person,4,McMaster University
1616772108.1612642,831,386,324,285,bus,5,McMaster University
1616772108.1612642,746,816,45,69,person,8,McMaster University
1616772108.1612642,1816,890,103,139,truck,9,McMaster University
1616772108.1612642,1112,306,31,88,person,10,McMaster University
1616772108.1612642,1600,247,38,107,person,11,McMaster University
1616772108.1612642,325,974,54,103,person,12,McMaster University
1616772108.1612642,885,1000,45,75,person,13,McMaster University
1616772108.1612642,1814,885,104,142,car,14,McMaster University
1616772108.1612642,1629,252,35,110,person,15,McMaster University
1616772108.1612642,1555,244,29,72,person,16,McMaster University
1616772108.1612642,195,854,56,112,person,18,McMaster University
1616772108.1612642,692,788,40,106,person,19,McMaster University
1616772108.1612642,944,256,336,173,car,20,McMaster University
1616772108.1612642,1699,264,221,122,car,21,McMaster University
1616772108.1612642,558,632,30,77,person,22,McMaster University
1616772108.1612642,1260,569,37,109,person,23,McMaster University
1616772108.1612642,1772,7,133,70,car,24,McMaster University
1616772108.1612642,1223,552,37,115,person,25,McMaster University
1616772108.1612642,1690,91,176,83,car,26,McMaster University
1616772108.1612642,679,607,37,104,person,27,McMaster University
1616772108.1612642,641,693,42,108,person,28,McMaster University
1616772108.1612642,208,693,39,117,person,29,McMaster University
1616772108.1612642,254,385,224,113,car,30,McMaster University
1616772108.1612642,1453,80,189,86,car,31,McMaster University
1616772108.1612642,671,292,192,89,car,32,McMaster University
1616772108.1612642,1697,264,222,124,truck,34,McMaster University
1616772108.1612642,987,89,36,91,person,36,McMaster University
1616772108.1612642,154,648,38,81,person,37,McMaster University
1616772108.1612642,1482,181,56,127,person,38,McMaster University
1616772108.1612642,434,653,43,114,person,39,McMaster University
1616772108.261264,83,645,39,88,person,3,McMaster University
1616772108.261264,1135,312,35,84,person,4,McMaster University
1616772108.261264,832,384,319,280,bus,5,McMaster University
1616772108.261264,745,816,46,71,person,8,McMaster University
1616772108.261264,1815,890,102,139,truck,9,McMaster University
1616772108.261264,1604,244,39,109,person,11,McMaster University
1616772108.261264,325,974,54,102,person,12,McMaster University
1616772108.261264,886,999,46,76,person,13,McMaster University
1616772108.261264,1814,884,104,143,car,14,McMaster University
1616772108.261264,1629,252,35,112,person,15,McMaster University
1616772108.261264,1554,244,29,72,person,16,McMaster University
1616772108.261264,1532,766,97,72,car,17,McMaster University
1616772108.261264,194,858,56,113,person,18,McMaster University
1616772108.261264,692,787,39,104,person,19,McMaster University
1616772108.261264,958,253,361,185,car,20,McMaster University
1616772108.261264,559,630,38,98,person,22,McMaster University
1616772108.261264,1260,571,37,107,person,23,McMaster University
1616772108.261264,1783,4,135,72,car,24,McMaster University
1616772108.261264,1223,551,37,114,person,25,McMaster University
1616772108.261264,1709,86,168,80,car,26,McMaster University
1616772108.261264,676,608,37,103,person,27,McMaster University
1616772108.261264,641,693,42,109,person,28,McMaster University
1616772108.261264,208,694,39,117,person,29,McMaster University
1616772108.261264,290,375,220,110,car,30,McMaster University
1616772108.261264,1481,79,181,83,car,31,McMaster University
1616772108.261264,705,275,212,99,car,32,McMaster University
1616772108.261264,1699,265,221,123,truck,34,McMaster University
1616772108.261264,986,90,36,90,person,36,McMaster University
1616772108.261264,153,646,39,82,person,37,McMaster University
1616772108.261264,1485,178,55,126,person,38,McMaster University
1616772108.261264,433,654,43,115,person,39,McMaster University
1616772108.261264,120,621,38,104,person,44,McMaster University
1616772108.361264,81,640,34,78,person,3,McMaster University
1616772108.361264,1127,314,35,85,person,4,McMaster University
1616772108.361264,744,814,47,72,person,8,McMaster University
1616772108.361264,1815,890,102,139,truck,9,McMaster University
1616772108.361264,1101,310,28,78,person,10,McMaster University
1616772108.361264,1606,242,39,109,person,11,McMaster University
1616772108.361264,325,975,55,101,person,12,McMaster University
1616772108.361264,887,1000,46,77,person,13,McMaster University
1616772108.361264,1815,884,105,143,car,14,McMaster University
1616772108.361264,1629,270,30,95,person,15,McMaster University
1616772108.361264,1555,244,29,72,person,16,McMaster University
1616772108.361264,1532,766,97,72,car,17,McMaster University
1616772108.361264,193,860,56,113,person,18,McMaster University
1616772108.361264,691,787,40,106,person,19,McMaster University
1616772108.361264,559,630,40,104,person,22,McMaster University
1616772108.361264,1260,570,37,108,person,23,McMaster University
1616772108.361264,1792,1,136,72,car,24,McMaster University
1616772108.361264,1223,551,37,114,person,25,McMaster University
1616772108.361264,1728,80,170,81,car,26,McMaster University
1616772108.361264,672,605,38,105,person,27,McMaster University
1616772108.361264,641,689,43,112,person,28,McMaster University
1616772108.361264,208,694,39,115,person,29,McMaster University
1616772108.361264,332,367,222,110,car,30,McMaster University
1616772108.361264,1499,75,178,82,car,31,McMaster University
1616772108.361264,735,268,213,99,car,32,McMaster University
1616772108.361264,1699,265,221,123,truck,34,McMaster University
1616772108.361264,985,92,35,88,person,36,McMaster University
1616772108.361264,152,646,38,82,person,37,McMaster University
1616772108.361264,1484,179,56,126,person,38,McMaster University
1616772108.361264,433,654,43,115,person,39,McMaster University
1616772108.361264,119,621,38,104,person,44,McMaster University
1616772108.461264,79,639,33,76,person,3,McMaster University
1616772108.461264,1125,315,33,79,person,4,McMaster University
1616772108.461264,743,815,47,72,person,8,McMaster University
1616772108.461264,1816,890,103,139,truck,9,McMaster University
1616772108.461264,1096,312,28,77,person,10,McMaster University
1616772108.461264,325,976,55,100,person,12,McMaster University
1616772108.461264,886,999,46,77,person,13,McMaster University
1616772108.461264,1814,887,102,140,car,14,McMaster University
1616772108.461264,1629,272,30,94,person,15,McMaster University
1616772108.461264,1557,242,29,72,person,16,McMaster University
1616772108.461264,1532,766,97,72,car,17,McMaster University
1616772108.461264,193,860,56,114,person,18,McMaster University
1616772108.461264,690,786,40,109,person,19,McMaster University
1616772108.461264,562,632,41,107,person,22,McMaster University
1616772108.461264,1259,569,38,110,person,23,McMaster University
1616772108.461264,1802,0,131,70,car,24,McMaster University
1616772108.461264,1223,551,37,114,person,25,McMaster University
1616772108.461264,1747,77,164,79,car,26,McMaster University
1616772108.461264,670,605,37,102,person,27,McMaster University
1616772108.461264,642,690,44,113,person,28,McMaster University
1616772108.461264,208,694,39,115,person,29,McMaster University
1616772108.461264,367,358,230,114,car,30,McMaster University
1616772108.461264,1516,72,176,82,car,31,McMaster University
1616772108.461264,769,261,207,97,car,32,McMaster University
1616772108.461264,1697,264,222,124,truck,34,McMaster University
1616772108.461264,985,92,35,87,person,36,McMaster University
1616772108.461264,151,647,38,81,person,37,McMaster University
1616772108.461264,1484,179,56,127,person,38,McMaster University
1616772108.461264,431,654,42,113,person,39,McMaster University
1616772108.461264,117,623,38,104,person,44,McMaster University
1616772108.461264,13,919,47,126,person,46,McMaster University
1616772108.461264,1,764,43,129,person,47,McMaster University
1616772108.5612638,80,633,39,89,person,3,McMaster University
1616772108.5612638,1121,318,32,78,person,4,McMaster University
1616772108.5612638,745,816,46,70,person,8,McMaster University
1616772108.5612638,1816,892,101,136,truck,9,McMaster University
1616772108.5612638,1090,311,28,78,person,10,McMaster University
1616772108.5612638,325,976,55,100,person,12,McMaster University
1616772108.5612638,888,1000,45,76,person,13,McMaster University
1616772108.5612638,1815,888,101,138,car,14,McMaster University
1616772108.5612638,1559,242,29,72,person,16,McMaster University
1616772108.5612638,1532,766,97,72,car,17,McMaster University
1616772108.5612638,194,859,55,112,person,18,McMaster University
1616772108.5612638,690,784,39,107,person,19,McMaster University
1616772108.5612638,563,632,42,108,person,22,McMaster University
1616772108.5612638,1258,568,38,111,person,23,McMaster University
1616772108.5612638,1813,0,128,70,car,24,McMaster University
1616772108.5612638,1222,552,37,115,person,25,McMaster University
1616772108.5612638,1765,73,161,78,car,26,McMaster University
1616772108.5612638,664,604,37,102,person,27,McMaster University
1616772108.5612638,646,691,41,106,person,28,McMaster University
1616772108.5612638,207,695,38,114,person,29,McMaster University
1616772108.5612638,401,355,225,111,car,30,McMaster University
1616772108.5612638,1535,69,176,83,car,31,McMaster University
1616772108.5612638,802,256,195,91,car,32,McMaster University
1616772108.5612638,1697,265,222,124,truck,34,McMaster University
1616772108.5612638,985,91,36,89,person,36,McMaster University
1616772108.5612638,151,648,38,80,person,37,McMaster University
1616772108.5612638,1484,178,56,127,person,38,McMaster University
1616772108.5612638,430,651,42,114,person,39,McMaster University
1616772108.5612638,115,624,37,104,person,44,McMaster University
1616772108.5612638,13,921,46,124,person,46,McMaster University
1616772108.5612638,1,763,44,129,person,47,McMaster University
1616772108.5612638,1043,227,239,108,car,48,McMaster University
1616772108.5612638,928,325,100,74,car,50,McMaster University
1616772108.6612637,80,630,39,90,person,3,McMaster University
1616772108.6612637,1116,319,30,74,person,4,McMaster University
1616772108.6612637,746,817,47,71,person,8,McMaster University
1616772108.6612637,1816,893,101,136,truck,9,McMaster University
1616772108.6612637,1086,314,27,74,person,10,McMaster University
1616772108.6612637,325,976,56,100,person,12,McMaster University
1616772108.6612637,890,1001,45,75,person,13,McMaster University
1616772108.6612637,1815,889,101,138,car,14,McMaster University
1616772108.6612637,1562,241,29,72,person,16,McMaster University
1616772108.6612637,194,860,55,113,person,18,McMaster University
1616772108.6612637,690,784,39,106,person,19,McMaster University
1616772108.6612637,566,631,42,108,person,22,McMaster University
1616772108.6612637,1259,568,39,111,person,23,McMaster University
1616772108.6612637,1823,0,118,65,car,24,McMaster University
1616772108.6612637,1221,551,38,117,person,25,McMaster University
1616772108.6612637,1782,68,162,80,car,26,McMaster University
1616772108.6612637,663,605,37,101,person,27,McMaster University
1616772108.6612637,649,694,41,104,person,28,McMaster University
1616772108.6612637,207,695,38,114,person,29,McMaster University
1616772108.6612637,435,346,225,111,car,30,McMaster University
1616772108.6612637,1550,64,178,84,car,31,McMaster University
1616772108.6612637,833,250,190,89,car,32,McMaster University
1616772108.6612637,1697,265,222,124,truck,34,McMaster University
1616772108.6612637,983,92,36,89,person,36,McMaster University
1616772108.6612637,151,649,38,79,person,37,McMaster University
1616772108.6612637,1485,176,56,128,person,38,McMaster University
1616772108.6612637,428,653,43,115,person,39,McMaster University
1616772108.6612637,114,625,37,103,person,44,McMaster University
1616772108.6612637,15,923,45,122,person,46,McMaster University
1616772108.6612637,1,762,43,129,person,47,McMaster University
1616772108.6612637,1063,222,242,111,car,48,McMaster University
1616772108.6612637,931,327,109,79,car,50,McMaster University
1616772108.7612636,1110,325,29,69,person,4,McMaster University
1616772108.7612636,743,818,47,71,person,8,McMaster University
1616772108.7612636,1816,891,101,136,truck,9,McMaster University
1616772108.7612636,1082,317,27,72,person,10,McMaster University
1616772108.7612636,325,976,56,100,person,12,McMaster University
1616772108.7612636,892,1002,45,75,person,13,McMaster University
1616772108.7612636,1813,891,101,137,car,14,McMaster University
1616772108.7612636,1565,239,29,74,person,16,McMaster University
1616772108.7612636,195,859,55,114,person,18,McMaster University
1616772108.7612636,690,786,39,107,person,19,McMaster University
1616772108.7612636,571,631,42,108,person,22,McMaster University
1616772108.7612636,1259,566,39,112,person,23,McMaster University
1616772108.7612636,1833,0,113,63,car,24,McMaster University
1616772108.7612636,1221,550,38,118,person,25,McMaster University
1616772108.7612636,1802,59,171,87,car,26,McMaster University
1616772108.7612636,662,604,35,99,person,27,McMaster University
1616772108.7612636,655,689,36,90,person,28,McMaster University
1616772108.7612636,206,696,38,113,person,29,McMaster University
1616772108.7612636,470,339,223,109,car,30,McMaster University
1616772108.7612636,1568,64,170,81,car,31,McMaster University
1616772108.7612636,865,242,189,88,car,32,McMaster University
1616772108.7612636,1697,265,221,124,truck,34,McMaster University
1616772108.7612636,981,91,36,88,person,36,McMaster University
1616772108.7612636,149,648,38,80,person,37,McMaster University
1616772108.7612636,1485,176,56,128,person,38,McMaster University
1616772108.7612636,427,653,43,114,person,39,McMaster University
1616772108.7612636,113,625,38,105,person,44,McMaster University
1616772108.7612636,14,923,46,124,person,46,McMaster University
1616772108.7612636,0,760,44,131,person,47,McMaster University
1616772108.7612636,1088,219,238,110,car,48,McMaster University
1616772108.7612636,932,329,111,80,car,50,McMaster University
1616772108.8612635,1104,327,28,67,person,4,McMaster University
1616772108.8612635,743,817,47,70,person,8,McMaster University
1616772108.8612635,1816,893,101,135,truck,9,McMaster University
1616772108.8612635,1076,319,25,68,person,10,McMaster University
1616772108.8612635,1606,289,27,75,person,11,McMaster University
1616772108.8612635,325,976,57,100,person,12,McMaster University
1616772108.8612635,891,1002,45,76,person,13,McMaster University
1616772108.8612635,1812,890,101,136,car,14,McMaster University
1616772108.8612635,1566,238,29,74,person,16,McMaster University
1616772108.8612635,194,859,55,115,person,18,McMaster University
1616772108.8612635,689,788,38,105,person,19,McMaster University
1616772108.8612635,576,632,40,106,person,22,McMaster University
1616772108.8612635,1259,567,39,113,person,23,McMaster University
1616772108.8612635,1840,0,104,60,car,24,McMaster University
1616772108.8612635,1222,550,39,118,person,25,McMaster University
1616772108.8612635,1818,58,159,83,car,26,McMaster University
1616772108.8612635,660,603,34,96,person,27,McMaster University
1616772108.8612635,662,685,33,80,person,28,McMaster University
1616772108.8612635,207,695,39,114,person,29,McMaster University
1616772108.8612635,498,328,220,107,car,30,McMaster University
1616772108.8612635,1584,61,170,81,car,31,McMaster University
1616772108.8612635,895,236,186,87,car,32,McMaster University
1616772108.8612635,1699,265,222,124,truck,34,McMaster University
1616772108.8612635,980,92,37,87,person,36,McMaster University
1616772108.8612635,148,649,38,79,person,37,McMaster University
1616772108.8612635,1485,174,55,128,person,38,McMaster University
1616772108.8612635,425,656,42,113,person,39,McMaster University
1616772108.8612635,112,627,38,103,person,44,McMaster University
1616772108.8612635,14,923,46,125,person,46,McMaster University
1616772108.8612635,1,758,45,133,person,47,McMaster University
1616772108.8612635,1113,217,224,104,car,48,McMaster University
1616772108.8612635,932,328,104,74,car,50,McMaster University
1616772108.8612635,1,402,93,106,car,58,McMaster University
1616772108.9612634,1101,325,27,63,person,4,McMaster University
1616772108.9612634,742,818,47,71,person,8,McMaster University
1616772108.9612634,1815,893,101,134,truck,9,McMaster University
1616772108.9612634,1071,320,26,67,person,10,McMaster University
1616772108.9612634,1606,292,25,71,person,11,McMaster University
1616772108.9612634,324,976,58,101,person,12,McMaster University
1616772108.9612634,886,1003,45,76,person,13,McMaster University
1616772108.9612634,1812,892,101,135,car,14,McMaster University
1616772108.9612634,1564,239,29,71,person,16,McMaster University
1616772108.9612634,193,859,54,115,person,18,McMaster University
1616772108.9612634,689,791,37,103,person,19,McMaster University
1616772108.9612634,580,630,41,107,person,22,McMaster University
1616772108.9612634,1259,567,39,112,person,23,McMaster University
1616772108.9612634,1848,0,97,57,car,24,McMaster University
1616772108.9612634,1221,551,38,117,person,25,McMaster University
1616772108.9612634,1836,58,142,77,car,26,McMaster University
1616772108.9612634,658,605,34,95,person,27,McMaster University
1616772108.9612634,666,686,32,75,person,28,McMaster University
1616772108.9612634,206,696,38,114,person,29,McMaster University
1616772108.9612634,530,319,228,111,car,30,McMaster University
1616772108.9612634,1603,58,167,80,car,31,McMaster University
1616772108.9612634,924,230,184,86,car,32,McMaster University
1616772108.9612634,1700,264,222,124,truck,34,McMaster University
1616772108.9612634,977,92,37,87,person,36,McMaster University
1616772108.9612634,148,648,39,80,person,37,McMaster University
1616772108.9612634,1484,176,55,127,person,38,McMaster University
1616772108.9612634,426,657,42,112,person,39,McMaster University
1616772108.9612634,111,627,37,102,person,44,McMaster University
1616772108.9612634,13,923,46,125,person,46,McMaster University
1616772108.9612634,1,756,45,134,person,47,McMaster University
1616772108.9612634,1136,212,212,98,car,48,McMaster University
1616772108.9612634,933,330,103,73,car,50,McMaster University
1616772108.9612634,2,393,102,114,car,58,McMaster University
1616772108.9612634,2,443,127,107,car,59,McMaster University
1616772109.0612633,1098,325,26,61,person,4,McMaster University
1616772109.0612633,741,817,47,70,person,8,McMaster University
1616772109.0612633,1814,891,102,136,truck,9,McMaster University
1616772109.0612633,1066,320,27,69,person,10,McMaster University
1616772109.0612633,1607,293,27,76,person,11,McMaster University
1616772109.0612633,324,976,59,101,person,12,McMaster University
1616772109.0612633,885,1005,45,74,person,13,McMaster University
1616772109.0612633,1810,890,103,136,car,14,McMaster University
1616772109.0612633,1568,239,30,73,person,16,McMaster University
1616772109.0612633,193,859,54,114,person,18,McMaster University
1616772109.0612633,690,792,37,100,person,19,McMaster University
1616772109.0612633,582,630,41,109,person,22,McMaster University
1616772109.0612633,1259,568,39,111,person,23,McMaster University
1616772109.0612633,1857,0,87,52,car,24,McMaster University
1616772109.0612633,1222,551,39,117,person,25,McMaster University
1616772109.0612633,1852,58,126,71,car,26,McMaster University
1616772109.0612633,656,603,34,93,person,27,McMaster University
1616772109.0612633,670,685,38,89,person,28,McMaster University
1616772109.0612633,208,694,39,114,person,29,McMaster University
1616772109.0612633,564,314,223,108,car,30,McMaster University
1616772109.0612633,1620,54,164,80,car,31,McMaster University
1616772109.0612633,950,221,187,87,car,32,McMaster University
1616772109.0612633,1701,266,219,123,truck,34,McMaster University
1616772109.0612633,975,91,38,86,person,36,McMaster University
1616772109.0612633,147,648,40,80,person,37,McMaster University
1616772109.0612633,1484,177,55,127,person,38,McMaster University
1616772109.0612633,425,658,42,111,person,39,McMaster University
1616772109.0612633,111,627,37,100,person,44,McMaster University
1616772109.0612633,13,923,46,125,person,46,McMaster University
1616772109.0612633,1,754,45,132,person,47,McMaster University
1616772109.0612633,1157,208,210,97,car,48,McMaster University
1616772109.0612633,1,386,118,132,car,58,McMaster University
1616772109.0612633,39,434,127,102,car,59,McMaster University
1616772109.0612633,1880,131,37,72,person,61,McMaster University
1616772109.1612632,1094,326,26,60,person,4,McMaster University
1616772109.1612632,740,816,48,71,person,8,McMaster University
1616772109.1612632,1814,889,103,138,truck,9,McMaster University
1616772109.1612632,1062,321,27,68,person,10,McMaster University
1616772109.1612632,1609,297,27,74,person,11,McMaster University
1616772109.1612632,324,976,59,101,person,12,McMaster University
1616772109.1612632,877,1009,43,68,person,13,McMaster University
1616772109.1612632,1809,888,104,138,car,14,McMaster University
1616772109.1612632,1573,241,29,70,person,16,McMaster University
1616772109.1612632,193,858,54,115,person,18,McMaster University
1616772109.1612632,690,793,36,98,person,19,McMaster University
1616772109.1612632,585,630,41,109,person,22,McMaster University
1616772109.1612632,1258,567,39,111,person,23,McMaster University
1616772109.1612632,1866,0,83,50,car,24,McMaster University
1616772109.1612632,1223,550,39,118,person,25,McMaster University
1616772109.1612632,1865,59,109,65,car,26,McMaster University
1616772109.1612632,654,601,35,94,person,27,McMaster University
1616772109.1612632,674,685,39,94,person,28,McMaster University
1616772109.1612632,208,693,39,114,person,29,McMaster University
1616772109.1612632,593,307,216,104,car,30,McMaster University
1616772109.1612632,1639,48,168,82,car,31,McMaster University
1616772109.1612632,979,213,188,88,car,32,McMaster University
1616772109.1612632,1701,266,219,122,truck,34,McMaster University
1616772109.1612632,971,93,37,82,person,36,McMaster University
1616772109.1612632,148,650,39,79,person,37,McMaster University
1616772109.1612632,1485,178,55,127,person,38,McMaster University
1616772109.1612632,424,658,41,109,person,39,McMaster University
1616772109.1612632,111,627,37,99,person,44,McMaster University
1616772109.1612632,12,921,46,126,person,46,McMaster University
1616772109.1612632,0,750,45,134,person,47,McMaster University
1616772109.1612632,1181,204,211,98,car,48,McMaster University
1616772109.1612632,1,384,127,139,car,58,McMaster University
1616772109.1612632,83,424,129,100,car,59,McMaster University
1616772109.1612632,1880,131,35,68,person,61,McMaster University
1616772109.2612631,1089,331,25,57,person,4,McMaster University
1616772109.2612631,741,816,48,71,person,8,McMaster University
1616772109.2612631,1814,886,105,140,truck,9,McMaster University
1616772109.2612631,1058,325,27,67,person,10,McMaster University
1616772109.2612631,324,977,59,100,person,12,McMaster University
1616772109.2612631,873,1010,44,68,person,13,McMaster University
1616772109.2612631,1810,885,107,141,car,14,McMaster University
1616772109.2612631,1652,289,28,86,person,15,McMaster University
1616772109.2612631,1580,241,29,70,person,16,McMaster University
1616772109.2612631,194,859,53,115,person,18,McMaster University
1616772109.2612631,693,795,35,94,person,19,McMaster University
1616772109.2612631,587,628,41,110,person,22,McMaster University
1616772109.2612631,1258,567,40,112,person,23,McMaster University
1616772109.2612631,1222,549,39,118,person,25,McMaster University
1616772109.2612631,1866,56,107,64,car,26,McMaster University
1616772109.2612631,649,601,34,90,person,27,McMaster University
1616772109.2612631,679,683,40,95,person,28,McMaster University
1616772109.2612631,207,694,38,112,person,29,McMaster University
1616772109.2612631,624,301,212,102,car,30,McMaster University
1616772109.2612631,1653,46,164,81,car,31,McMaster University
1616772109.2612631,1006,204,187,87,car,32,McMaster University
1616772109.2612631,1701,267,217,121,truck,34,McMaster University
1616772109.2612631,970,95,37,80,person,36,McMaster University
1616772109.2612631,149,649,40,79,person,37,McMaster University
1616772109.2612631,1484,178,54,126,person,38,McMaster University
1616772109.2612631,423,656,41,109,person,39,McMaster University
1616772109.2612631,109,627,36,96,person,44,McMaster University
1616772109.2612631,12,921,47,127,person,46,McMaster University
1616772109.2612631,0,750,46,135,person,47,McMaster University
1616772109.2612631,1203,197,211,98,car,48,McMaster University
1616772109.2612631,0,384,124,130,car,58,McMaster University
1616772109.2612631,125,413,137,101,car,59,McMaster University
1616772109.2612631,1878,132,35,69,person,61,McMaster University
1616772109.2612631,1872,1,65,51,car,64,McMaster University
1616772109.361263,1082,330,26,59,person,4,McMaster University
1616772109.361263,743,815,49,73,person,8,McMaster University
1616772109.361263,1814,890,104,139,truck,9,McMaster University
1616772109.361263,1052,326,27,67,person,10,McMaster University
1616772109.361263,326,976,60,101,person,12,McMaster University
1616772109.361263,873,1013,43,65,person,13,McMaster University
1616772109.361263,1810,888,105,138,car,14,McMaster University
1616772109.361263,1653,286,31,92,person,15,McMaster University
1616772109.361263,1585,239,29,71,person,16,McMaster University
1616772109.361263,194,859,53,115,person,18,McMaster University
1616772109.361263,693,796,35,93,person,19,McMaster University
1616772109.361263,590,629,41,111,person,22,McMaster University
1616772109.361263,1257,566,40,112,person,23,McMaster University
1616772109.361263,1222,550,39,119,person,25,McMaster University
1616772109.361263,647,600,30,78,person,27,McMaster University
1616772109.361263,684,680,35,81,person,28,McMaster University
1616772109.361263,208,695,39,113,person,29,McMaster University
1616772109.361263,656,293,213,102,car,30,McMaster University
1616772109.361263,1672,44,159,79,car,31,McMaster University
1616772109.361263,1035,199,178,83,car,32,McMaster University
1616772109.361263,1702,263,221,124,truck,34,McMaster University
1616772109.361263,969,96,37,81,person,36,McMaster University
1616772109.361263,148,649,40,79,person,37,McMaster University
1616772109.361263,1484,177,54,126,person,38,McMaster University
1616772109.361263,423,658,40,107,person,39,McMaster University
1616772109.361263,108,627,36,95,person,44,McMaster University
1616772109.361263,13,922,46,124,person,46,McMaster University
1616772109.361263,1,748,45,131,person,47,McMaster University
